-0.071631,-0.363518,-0.514865,-0.040389,-0.036481,0.420998,0.145364,0.080388,-0.725169,-0.156773,0.020190,-0.093032,1.000000,0.267509,-0.183502,-0.020957,0.049007,-0.037082,0.291929,-0.042359,-0.065310,0.219767,0.056662,0.031061,0.300569,0.080671,0.025760,-0.119356,-0.072506,0.001413,0.174297,-0.009991,-0.030252,-0.053016
-0.558033,-0.506701,-0.285390,-0.468097,-0.199192,0.034049,0.451193,-0.059857,-0.342007,0.157892,-0.258434,-0.050546,0.267509,1.000000,-0.193602,-0.016777,-0.048732,-0.000380,0.003029,-0.091206,-0.048642,-0.022587,-0.041382,-0.039580,0.003662,0.025885,-0.012227,0.154828,0.247623,0.154590,0.478545,-0.210732,-0.153640,-0.031524
0.150396,0.072039,0.007123,0.111785,-0.136927,-0.029020,0.081812,-0.102979,0.025506,0.052269,0.065913,-0.291324,-0.183502,-0.193602,1.000000,0.041164,0.011277,0.002956,0.218865,-0.037796,0.006092,0.160358,0.028330,0.010734,0.140564,0.081212,0.050781,0.908054,-0.127322,-0.249147,0.018416,0.315185,0.080409,-0.028628
0.053229,0.039917,0.055288,-0.076114,0.117480,-0.072124,-0.047217,-0.079392,-0.023057,0.000524,0.026224,-0.046595,-0.020957,-0.016777,0.041164,1.000000,-0.011847,0.001268,0.041233,0.021283,0.029233,0.033784,-0.065792,0.026488,-0.012949,-0.036283,0.018700,0.018786,0.068798,0.153797,-0.000616,0.032301,0.082737,0.005739
-0.002758,-0.001783,-0.043546,0.059086,0.032729,0.081239,-0.023207,0.038846,-0.036193,0.000123,0.033571,-0.075217,0.049007,-0.048732,0.011277,-0.011847,1.000000,0.002946,0.055431,-0.006400,0.051320,0.024221,0.012132,-0.003263,0.057201,0.033626,0.006616,-0.000128,-0.040365,0.003800,-0.049089,0.005380,-0.049095,0.019152
-0.020409,-0.007437,0.019331,-0.000577,-0.049730,-0.000405,-0.007999,-0.067448,0.041343,0.094171,0.041352,-0.012588,-0.037082,-0.000380,0.002956,0.001268,0.002946,1.000000,-0.041236,0.165180,0.085146,-0.030747,-0.013656,0.002198,-0.008038,-0.044011,0.036041,0.007546,-0.015190,-0.044826,0.044904,0.077559,-0.002427,0.002507
0.192232,0.124753,-0.120340,0.261755,0.200865,0.251471,-0.155736,0.049498,-0.341529,-0.168702,0.173339,-0.611956,0.291929,0.003029,0.218865,0.041233,0.055431,-0.041236,1.000000,-0.084923,-0.066813,0.267129,0.083492,0.076844,0.260509,0.117541,0.099761,0.142228,-0.182244,0.013113,-0.156090,0.051321,0.132598,-0.023560
-0.028199,0.005332,-0.078551,0.027930,-0.125009,0.194441,-0.048970,-0.393008,0.124126,0.236580,0.308838,0.047544,-0.042359,-0.091206,-0.037796,0.021283,-0.006400,0.165180,-0.084923,1.000000,0.374875,0.049207,0.031724,0.031591,-0.142857,-0.085306,-0.002281,-0.075266,-0.070247,-0.151944,0.157824,0.260328,0.122769,0.002317
-0.042866,0.000507,-0.052618,0.003824,-0.133294,0.110129,-0.013461,-0.304341,0.127277,0.205159,0.225243,0.024290,-0.065310,-0.048642,0.006092,0.029233,0.051320,0.085146,-0.066813,0.374875,1.000000,-0.018175,-0.026728,0.071830,-0.061899,-0.023367,0.012945,-0.009734,-0.065944,-0.135602,0.113638,0.217788,0.127043,0.027165
0.140944,0.111541,-0.111553,0.174881,0.135363,0.234619,-0.124210,0.013793,-0.208692,-0.130779,0.148422,-0.418913,0.219767,-0.022587,0.160358,0.033784,0.024221,-0.030747,0.267129,0.049207,-0.018175,1.000000,0.038084,0.026923,0.195349,0.110670,0.053038,0.094765,-0.139905,0.036896,-0.114825,0.030751,0.078945,0.021540
0.067691,0.053485,0.016399,0.085748,0.070493,0.045169,-0.085685,-0.009330,-0.085260,-0.044039,0.068673,-0.123660,0.056662,-0.041382,0.028330,-0.065792,0.012132,-0.013656,0.083492,0.031724,-0.026728,0.038084,1.000000,0.010560,0.034284,0.023947,-0.007677,-0.010500,-0.065322,0.010813,-0.027367,-0.011470,0.000241,0.021217
0.070969,0.004763,0.010878,0.051604,0.023856,0.015281,-0.048345,-0.021729,-0.029404,-0.016337,0.061092,-0.059830,0.031061,-0.039580,0.010734,0.026488,-0.003263,0.002198,0.076844,0.031591,0.071830,0.026923,0.010560,1.000000,0.034781,0.038355,0.008536,-0.017626,-0.053506,-0.018382,-0.012648,0.057857,0.007024,0.012133
0.169310,0.061185,-0.083497,0.124766,0.119195,0.117859,-0.073926,0.082337,-0.288735,-0.123674,0.054559,-0.447483,0.300569,0.003662,0.140564,-0.012949,0.057201,-0.008038,0.260509,-0.142857,-0.061899,0.195349,0.034284,0.034781,1.000000,0.132601,0.026254,0.084732,-0.091141,0.042754,-0.069624,-0.017154,0.028473,-0.027238
0.048269,0.035615,-0.029178,0.063882,0.049494,0.053911,-0.029782,0.011735,-0.124989,-0.053961,0.048739,-0.203935,0.080671,0.025885,0.081212,-0.036283,0.033626,-0.044011,0.117541,-0.085306,-0.023367,0.110670,0.023947,0.038355,0.132601,1.000000,0.040899,0.064039,-0.036682,-0.010067,-0.042783,-0.005609,0.050651,-0.045616
0.020925,0.055580,-0.054467,0.099484,0.106263,0.112891,-0.059441,-0.036520,-0.053428,-0.004724,0.098073,-0.193871,0.025760,-0.012227,0.050781,0.018700,0.006616,0.036041,0.099761,-0.002281,0.012945,0.053038,-0.007677,0.008536,0.026254,0.040899,1.000000,0.028120,-0.073193,0.033663,-0.048441,-0.010503,0.039205,0.035162
-0.146611,-0.180329,-0.129198,-0.025906,-0.260600,0.015991,0.281880,-0.076049,-0.057101,0.166336,-0.041486,-0.213740,-0.119356,0.154828,0.908054,0.018786,-0.000128,0.007546,0.142228,-0.075266,-0.009734,0.094765,-0.010500,-0.017626,0.084732,0.064039,0.028120,1.000000,-0.045417,-0.280438,0.133257,0.310441,0.016840,-0.055726
-0.199641,-0.079576,-0.145460,-0.759708,-0.265008,-0.166609,0.446964,0.085049,0.308253,0.104374,-0.389310,0.174555,-0.072506,0.247623,-0.127322,0.068798,-0.040365,-0.015190,-0.182244,-0.070247,-0.065944,-0.139905,-0.065322,-0.053506,-0.091141,-0.036682,-0.073193,-0.045417,1.000000,0.250797,0.185234,-0.201509,-0.207407,0.020288
0.066713,0.106962,0.054219,-0.304673,0.655763,-0.050815,-0.121304,-0.124950,-0.031532,-0.055779,-0.109604,-0.074543,0.001413,0.154590,-0.249147,0.153797,0.003800,-0.044826,0.013113,-0.151944,-0.135602,0.036896,0.010813,-0.018382,0.042754,-0.010067,0.033663,-0.280438,0.250797,1.000000,0.252920,-0.896059,-0.125590,0.126514
-0.077566,-0.166475,-0.079557,-0.609145,-0.217613,-0.247509,0.450567,-0.506529,-0.179101,0.337639,-0.214020,-0.039433,0.174297,0.478545,0.018416,-0.000616,-0.049089,0.044904,-0.156090,0.157824,0.113638,-0.114825,-0.027367,-0.012648,-0.069624,-0.042783,-0.048441,0.133257,0.185234,0.252920,1.000000,-0.246070,-0.226016,-0.045627
-0.011764,-0.054441,-0.084185,0.293255,-0.557010,0.131061,0.095169,0.078801,0.032997,0.021181,0.143093,0.049047,-0.009991,-0.210732,0.315185,0.032301,0.005380,0.077559,0.051321,0.260328,0.217788,0.030751,-0.011470,0.057857,-0.017154,-0.005609,-0.010503,0.310441,-0.201509,-0.896059,-0.246070,1.000000,0.170774,-0.071722
0.120954,0.047442,0.033516,0.326423,0.187992,0.151688,-0.146251,-0.056057,-0.054823,-0.079109,0.118560,-0.047248,-0.030252,-0.153640,0.080409,0.082737,-0.049095,-0.002427,0.132598,0.122769,0.127043,0.078945,0.000241,0.007024,0.028473,0.050651,0.039205,0.016840,-0.207407,-0.125590,-0.226016,0.170774,1.000000,-0.007633
0.068372,0.096168,0.042850,-0.045751,0.028187,-0.000250,-0.062348,-0.004412,0.159167,-0.074171,-0.018793,0.039453,-0.053016,-0.031524,-0.028628,0.005739,0.019152,0.002507,-0.023560,0.002317,0.027165,0.021540,0.021217,0.012133,-0.027238,-0.045616,0.035162,-0.055726,0.020288,0.126514,-0.045627,-0.071722,-0.007633,1.000000
