1.000000,0.422026,0.311617,0.210270,0.214695,-0.331620,-0.285556,-0.044849,-0.013039,-0.395163,0.123283,-0.153090,-0.071631,-0.558033,0.150396,0.053229,-0.002758,-0.020409,0.192232,-0.028199,-0.042866,0.140944,0.067691,0.070969,0.169310,0.048269,0.020925,-0.146611,-0.199641,0.066713,-0.077566,-0.011764,0.120954,0.068372
0.422026,1.000000,0.567980,0.176071,0.213936,-0.263265,-0.543631,-0.126917,0.300447,-0.275157,0.103214,-0.217310,-0.363518,-0.506701,0.072039,0.039917,-0.001783,-0.007437,0.124753,0.005332,0.000507,0.111541,0.053485,0.004763,0.061185,0.035615,0.055580,-0.180329,-0.079576,0.106962,-0.166475,-0.054441,0.047442,0.096168
0.311617,0.567980,1.000000,0.151288,0.165304,-0.709066,-0.579653,-0.016260,0.353369,0.078708,-0.106031,-0.221878,-0.514865,-0.285390,0.007123,0.055288,-0.043546,0.019331,-0.120340,-0.078551,-0.052618,-0.111553,0.016399,0.010878,-0.083497,-0.029178,-0.054467,-0.129198,-0.145460,0.054219,-0.079557,-0.084185,0.033516,0.042850
0.210270,0.176071,0.151288,1.000000,0.464088,0.334173,-0.623261,0.154596,-0.178858,-0.262346,0.420838,-0.145375,-0.040389,-0.468097,0.111785,-0.076114,0.059086,-0.000577,0.261755,0.027930,0.003824,0.174881,0.085748,0.051604,0.124766,0.063882,0.099484,-0.025906,-0.759708,-0.304673,-0.609145,0.293255,0.326423,-0.045751
0.214695,0.213936,0.165304,0.464088,1.000000,0.196128,-0.571783,-0.006047,-0.179223,-0.247212,0.202432,-0.175975,-0.036481,-0.199192,-0.136927,0.117480,0.032729,-0.049730,0.200865,-0.125009,-0.133294,0.135363,0.070493,0.023856,0.119195,0.049494,0.106263,-0.260600,-0.265008,0.655763,-0.217613,-0.557010,0.187992,0.028187
-0.331620,-0.263265,-0.709066,0.334173,0.196128,1.000000,-0.044247,-0.085003,-0.307200,-0.108326,0.454393,0.064338,0.420998,0.034049,-0.029020,-0.072124,0.081239,-0.000405,0.251471,0.194441,0.110129,0.234619,0.045169,0.015281,0.117859,0.053911,0.112891,0.015991,-0.166609,-0.050815,-0.247509,0.131061,0.151688,-0.000250
-0.285556,-0.543631,-0.579653,-0.623261,-0.571783,-0.044247,1.000000,0.197731,-0.070691,0.093482,-0.551625,0.261292,0.145364,0.451193,0.081812,-0.047217,-0.023207,-0.007999,-0.155736,-0.048970,-0.013461,-0.124210,-0.085685,-0.048345,-0.073926,-0.029782,-0.059441,0.281880,0.446964,-0.121304,0.450567,0.095169,-0.146251,-0.062348
-0.044849,-0.126917,-0.016260,0.154596,-0.006047,-0.085003,0.197731,1.000000,-0.018019,-0.488016,-0.658749,0.195768,0.080388,-0.059857,-0.102979,-0.079392,0.038846,-0.067448,0.049498,-0.393008,-0.304341,0.013793,-0.009330,-0.021729,0.082337,0.011735,-0.036520,-0.076049,0.085049,-0.124950,-0.506529,0.078801,-0.056057,-0.004412
-0.013039,0.300447,0.353369,-0.178858,-0.179223,-0.307200,-0.070691,-0.018019,1.000000,0.238750,-0.126836,0.192320,-0.725169,-0.342007,0.025506,-0.023057,-0.036193,0.041343,-0.341529,0.124126,0.127277,-0.208692,-0.085260,-0.029404,-0.288735,-0.124989,-0.053428,-0.057101,0.308253,-0.031532,-0.179101,0.032997,-0.054823,0.159167
-0.395163,-0.275157,0.078708,-0.262346,-0.247212,-0.108326,0.093482,-0.488016,0.238750,1.000000,0.187535,-0.301036,-0.156773,0.157892,0.052269,0.000524,0.000123,0.094171,-0.168702,0.236580,0.205159,-0.130779,-0.044039,-0.016337,-0.123674,-0.053961,-0.004724,0.166336,0.104374,-0.055779,0.337639,0.021181,-0.079109,-0.074171
0.123283,0.103214,-0.106031,0.420838,0.202432,0.454393,-0.551625,-0.658749,-0.126836,0.187535,1.000000,-0.202254,0.020190,-0.258434,0.065913,0.026224,0.033571,0.041352,0.173339,0.308838,0.225243,0.148422,0.068673,0.061092,0.054559,0.048739,0.098073,-0.041486,-0.389310,-0.109604,-0.214020,0.143093,0.118560,-0.018793
-0.153090,-0.217310,-0.221878,-0.145375,-0.175975,0.064338,0.261292,0.195768,0.192320,-0.301036,-0.202254,1.000000,-0.093032,-0.050546,-0.291324,-0.046595,-0.075217,-0.012588,-0.611956,0.047544,0.024290,-0.418913,-0.123660,-0.059830,-0.447483,-0.203935,-0.193871,-0.213740,0.174555,-0.074543,-0.039433,0.049047,-0.047248,0.039453
